NOME: Abreu e Lima; Código do Município: 2600054; Gentílico: abreu-limense; Prefeito: MARCOS JOSÉ DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 99.622 pessoas  ; populacao_no_ultimo_censo_2010: 94.429 pessoas  ; densidade_demografica_2010: 748,29 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,9 salários mínimos  ; pessoal_ocupado_2016: 11.780 pessoas  ; populacao_ocupada_2016: 11,9 %  ; percentual_da_populacao_per_capita: 43,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 12.707 matrículas  ; matriculas_medio_2017: 3.317 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 216 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 68 escolas  ; numero_estabelecimentos_ensino_medio_2017: 13 escolas  ;  -- aba economia; pib_per_capita_2016: 14.390,40 R$  ; receitas_fontes_externas_2015: 89,3 %  ; idhm_2010: 0,679  ; receitas_realizadas_2017: 154.773,90 R$ (×1000)  ; despesas_empenhadas_2017: 150.392,49 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,74 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 31 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 126,193 km²  ; sanitario_adequado_2010: 44,8 %  ; vias_publicas_2010: 24,1 %  ; Urbanização_publicas_2010: 6,9 %  
NOME: Condado; Código do Município: 2604601; Gentílico: condadense; Prefeito: ANTONIO CASSIANO DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 26.249 pessoas  ; populacao_no_ultimo_censo_2010: 24.282 pessoas  ; densidade_demografica_2010: 270,87 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 1.723 pessoas  ; populacao_ocupada_2016: 6,6 %  ; percentual_da_populacao_per_capita: 50,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,3 %  ; IDEB_anos_iniciais_2015: 4,5  ; IDEB_anos_finais_2015: 3,4  ; matriculas_fundamental_2017: 4.044 matrículas  ; matriculas_medio_2017: 831 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 56 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 14 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 7.887,46 R$  ; receitas_fontes_externas_2015: 88 %  ; idhm_2010: 0,602  ; receitas_realizadas_2017: 53.884,36 R$ (×1000)  ; despesas_empenhadas_2017: 51.552,31 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 24,06 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 89,645 km²  ; sanitario_adequado_2010: 3,9 %  ; vias_publicas_2010: 34,5 %  ; Urbanização_publicas_2010: 12,3 %  
NOME: Correntes; Código do Município: 2604700; Gentílico: correntense; Prefeito: EDIMILSON DA BAHIA DE LIMA GOMES;  --  ABA POPULAÇÃO; POPULAÇÃO: 18.144 pessoas  ; populacao_no_ultimo_censo_2010: 17.419 pessoas  ; densidade_demografica_2010: 53,00 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 954 pessoas  ; populacao_ocupada_2016: 5,3 %  ; percentual_da_populacao_per_capita: 53,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 93,1 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 3  ; matriculas_fundamental_2017: 2.399 matrículas  ; matriculas_medio_2017: 481 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 23 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 25 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 7.395,73 R$  ; receitas_fontes_externas_2015: 88,8 %  ; idhm_2010: 0,536  ; receitas_realizadas_2017: 59.372,24 R$ (×1000)  ; despesas_empenhadas_2017: 46.522,97 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 18,52 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,8 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 317,793 km²  ; sanitario_adequado_2010: 48,8 %  ; vias_publicas_2010: 77,9 %  ; Urbanização_publicas_2010: 31,6 %  
NOME: Cortês; Código do Município: 2604809; Gentílico: cortesense; Prefeito: JOSÉ REGINALDO MORAIS DOS SANTOS;  --  ABA POPULAÇÃO; POPULAÇÃO: 12.596 pessoas  ; populacao_no_ultimo_censo_2010: 12.452 pessoas  ; densidade_demografica_2010: 122,90 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 1.952 pessoas  ; populacao_ocupada_2016: 15,5 %  ; percentual_da_populacao_per_capita: 51,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,2 %  ; IDEB_anos_iniciais_2015: 4,7  ; IDEB_anos_finais_2015: 3,7  ; matriculas_fundamental_2017: 2.330 matrículas  ; matriculas_medio_2017: 509 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 17 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 18 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 10.052,96 R$  ; receitas_fontes_externas_2015: 85,5 %  ; idhm_2010: 0,568  ; receitas_realizadas_2017: 45.571,83 R$ (×1000)  ; despesas_empenhadas_2017: 44.186,09 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 4,61 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 101,316 km²  ; sanitario_adequado_2010: 55,4 %  ; vias_publicas_2010: 24,4 %  ; Urbanização_publicas_2010: 4,1 %  
NOME: Cumaru; Código do Município: 2604908; Gentílico: cumaruense; Prefeito: MARIANA MENDES DE MEDEIROS;  --  ABA POPULAÇÃO; POPULAÇÃO: 11.635 pessoas  ; populacao_no_ultimo_censo_2010: 17.183 pessoas  ; densidade_demografica_2010: 58,80 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 572 pessoas  ; populacao_ocupada_2016: 4,6 %  ; percentual_da_populacao_per_capita: 51,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 98,5 %  ; IDEB_anos_iniciais_2015: 4  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 2.134 matrículas  ; matriculas_medio_2017: 459 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 17 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 25 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 8.051,62 R$  ; receitas_fontes_externas_2015: 82,6 %  ; idhm_2010: 0,572  ; receitas_realizadas_2017: 33.411,61 R$ (×1000)  ; despesas_empenhadas_2017: 32.657,95 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,23 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 292,232 km²  ; sanitario_adequado_2010: 20,5 %  ; vias_publicas_2010: 55,7 %  ; Urbanização_publicas_2010: 3 %  
NOME: Cupira; Código do Município: 2605004; Gentílico: cupirense; Prefeito: JOSÉ MARIA LEITE DE MACEDO;  --  ABA POPULAÇÃO; POPULAÇÃO: 24.041 pessoas  ; populacao_no_ultimo_censo_2010: 23.390 pessoas  ; densidade_demografica_2010: 221,58 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,4 salários mínimos  ; pessoal_ocupado_2016: 2.355 pessoas  ; populacao_ocupada_2016: 9,8 %  ; percentual_da_populacao_per_capita: 47,2 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,3 %  ; IDEB_anos_iniciais_2015: 4,8  ; IDEB_anos_finais_2015: 3,7  ; matriculas_fundamental_2017: 3.755 matrículas  ; matriculas_medio_2017: 812 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 39 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 30 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 9.507,57 R$  ; receitas_fontes_externas_2015: 92,1 %  ; idhm_2010: 0,592  ; receitas_realizadas_2017: 49.756,98 R$ (×1000)  ; despesas_empenhadas_2017: 45.975,09 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,66 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 95,155 km²  ; sanitario_adequado_2010: 79,9 %  ; vias_publicas_2010: 78,8 %  ; Urbanização_publicas_2010: 17,6 %  
NOME: Custódia; Código do Município: 2605103; Gentílico: custodiense; Prefeito: EMMANUEL FERNANDES DE FREITAS GOIS;  --  ABA POPULAÇÃO; POPULAÇÃO: 36.841 pessoas  ; populacao_no_ultimo_censo_2010: 33.855 pessoas  ; densidade_demografica_2010: 24,11 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,8 salários mínimos  ; pessoal_ocupado_2016: 2.786 pessoas  ; populacao_ocupada_2016: 7,6 %  ; percentual_da_populacao_per_capita: 48,8 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,1 %  ; IDEB_anos_iniciais_2015: 5  ; IDEB_anos_finais_2015: 4  ; matriculas_fundamental_2017: 4.986 matrículas  ; matriculas_medio_2017: 1.732 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 84 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 28 escolas  ; numero_estabelecimentos_ensino_medio_2017: 4 escolas  ;  -- aba economia; pib_per_capita_2016: 9.983,73 R$  ; receitas_fontes_externas_2015: 83,1 %  ; idhm_2010: 0,594  ; receitas_realizadas_2017: 75.387,12 R$ (×1000)  ; despesas_empenhadas_2017: 77.919,88 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 13,13 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.404,127 km²  ; sanitario_adequado_2010: 52 %  ; vias_publicas_2010: 79,2 %  ; Urbanização_publicas_2010: 7,9 %  
NOME: Dormentes; Código do Município: 2605152; Gentílico: dormentense; Prefeito: GEOMARCO COELHO DE SOUSA;  --  ABA POPULAÇÃO; POPULAÇÃO: 18.734 pessoas  ; populacao_no_ultimo_censo_2010: 16.917 pessoas  ; densidade_demografica_2010: 11,00 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.690 pessoas  ; populacao_ocupada_2016: 9,1 %  ; percentual_da_populacao_per_capita: 48,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97 %  ; IDEB_anos_iniciais_2015: 6,3  ; IDEB_anos_finais_2015: 4,6  ; matriculas_fundamental_2017: 2.671 matrículas  ; matriculas_medio_2017: 590 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 27 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 19 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 10.659,92 R$  ; receitas_fontes_externas_2015: 87,5 %  ; idhm_2010: 0,589  ; receitas_realizadas_2017: 48.921,94 R$ (×1000)  ; despesas_empenhadas_2017: 46.111,33 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 12,35 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,8 internações por mil habitantes  ; estabelecimentos_sus_2009: 7 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.539,052 km²  ; sanitario_adequado_2010: 70,8 %  ; vias_publicas_2010: 92,1 %  ; Urbanização_publicas_2010: 16,7 %  
NOME: Escada; Código do Município: 2605202; Gentílico: escadense; Prefeito: LUCRÉCIO JORGE GOMES PEREIRA DA SILVA;  --  ABA POPULAÇÃO; POPULAÇÃO: 68.448 pessoas  ; populacao_no_ultimo_censo_2010: 63.517 pessoas  ; densidade_demografica_2010: 183,07 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 5.928 pessoas  ; populacao_ocupada_2016: 8,7 %  ; percentual_da_populacao_per_capita: 45,9 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 94,1 %  ; IDEB_anos_iniciais_2015: 3,8  ; IDEB_anos_finais_2015: 3,6  ; matriculas_fundamental_2017: 10.608 matrículas  ; matriculas_medio_2017: 2.902 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 131 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 67 escolas  ; numero_estabelecimentos_ensino_medio_2017: 7 escolas  ;  -- aba economia; pib_per_capita_2016: 10.614,54 R$  ; receitas_fontes_externas_2015: 87,4 %  ; idhm_2010: 0,632  ; receitas_realizadas_2017: 127.669,02 R$ (×1000)  ; despesas_empenhadas_2017: 130.317,73 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 8,88 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 15 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 342,201 km²  ; sanitario_adequado_2010: 37 %  ; vias_publicas_2010: 15,1 %  ; Urbanização_publicas_2010: 7,1 %  
NOME: Exu; Código do Município: 2605301; Gentílico: exuense; Prefeito: RAIMUNDO PINTO SARAIVA SOBRINHO;  --  ABA POPULAÇÃO; POPULAÇÃO: 31.885 pessoas  ; populacao_no_ultimo_censo_2010: 31.636 pessoas  ; densidade_demografica_2010: 23,65 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 2.145 pessoas  ; populacao_ocupada_2016: 6,7 %  ; percentual_da_populacao_per_capita: 55,5 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,2 %  ; IDEB_anos_iniciais_2015: 5,1  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 5.717 matrículas  ; matriculas_medio_2017: 1.593 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 85 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 56 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 7.009,77 R$  ; receitas_fontes_externas_2015: 89,6 %  ; idhm_2010: 0,576  ; receitas_realizadas_2017: 69.255,84 R$ (×1000)  ; despesas_empenhadas_2017: 66.749,31 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 31,62 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,4 internações por mil habitantes  ; estabelecimentos_sus_2009: 14 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 1.336,788 km²  ; sanitario_adequado_2010: 16,9 %  ; vias_publicas_2010: 87,7 %  ; Urbanização_publicas_2010: 1,7 %  
NOME: Feira Nova; Código do Município: 2605400; Gentílico: feira-novense; Prefeito: DANILSON CANDIDO GONZAGA;  --  ABA POPULAÇÃO; POPULAÇÃO: 22.013 pessoas  ; populacao_no_ultimo_censo_2010: 20.571 pessoas  ; densidade_demografica_2010: 190,96 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 1.352 pessoas  ; populacao_ocupada_2016: 6,2 %  ; percentual_da_populacao_per_capita: 49,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,6 %  ; IDEB_anos_iniciais_2015: 4,4  ; IDEB_anos_finais_2015: 3,5  ; matriculas_fundamental_2017: 3.284 matrículas  ; matriculas_medio_2017: 884 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 37 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 16 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 7.666,85 R$  ; receitas_fontes_externas_2015: 90,4 %  ; idhm_2010: 0,600  ; receitas_realizadas_2017: 46.767,08 R$ (×1000)  ; despesas_empenhadas_2017: 47.305,73 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 10,1 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,2 internações por mil habitantes  ; estabelecimentos_sus_2009: 11 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 107,726 km²  ; sanitario_adequado_2010: 21,1 %  ; vias_publicas_2010: 62,5 %  ; Urbanização_publicas_2010: 24,9 %  
NOME: Fernando de Noronha; Código do Município: 2605459; Gentílico: noronhense; Prefeito: GUILHERME CAVALCANTI DA ROCHA LEITÃO;  --  ABA POPULAÇÃO; POPULAÇÃO: 3.021 pessoas  ; populacao_no_ultimo_censo_2010: 2.630 pessoas  ; densidade_demografica_2010: 154,55 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 2,1 salários mínimos  ; pessoal_ocupado_2016: 2.148 pessoas  ; populacao_ocupada_2016: 72,2 %  ; percentual_da_populacao_per_capita: 22,7 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 100 %  ; IDEB_anos_iniciais_2015: 5,8  ; IDEB_anos_finais_2015: 4,4  ; matriculas_fundamental_2017: 337 matrículas  ; matriculas_medio_2017: 67 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 12 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 1 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 41.803,52 R$  ; receitas_fontes_externas_2015: -  ; idhm_2010: 0,788  ; receitas_realizadas_2017: - R$ (×1000)  ; despesas_empenhadas_2017: - R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: - óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,7 internações por mil habitantes  ; estabelecimentos_sus_2009: 3 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 18,609 km²  ; sanitario_adequado_2010: 82,7 %  ; vias_publicas_2010: 95 %  ; Urbanização_publicas_2010: 9,1 %  
NOME: Ferreiros; Código do Município: 2605509; Gentílico: ferreirense; Prefeito: BRUNO JAPHET DA MATTA ALBUQUERQUE;  --  ABA POPULAÇÃO; POPULAÇÃO: 14.365 pessoas  ; populacao_no_ultimo_censo_2010: 11.430 pessoas  ; densidade_demografica_2010: 127,93 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,7 salários mínimos  ; pessoal_ocupado_2016: 936 pessoas  ; populacao_ocupada_2016: 7,8 %  ; percentual_da_populacao_per_capita: 47,4 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 97,9 %  ; IDEB_anos_iniciais_2015: 4,3  ; IDEB_anos_finais_2015: 3,4  ; matriculas_fundamental_2017: 1.726 matrículas  ; matriculas_medio_2017: 300 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 16 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 9 escolas  ; numero_estabelecimentos_ensino_medio_2017: 1 escolas  ;  -- aba economia; pib_per_capita_2016: 7.955,27 R$  ; receitas_fontes_externas_2015: 89,8 %  ; idhm_2010: 0,622  ; receitas_realizadas_2017: 29.913,71 R$ (×1000)  ; despesas_empenhadas_2017: 31.175,28 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 8,47 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 9 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 92,516 km²  ; sanitario_adequado_2010: 49,3 %  ; vias_publicas_2010: 90,5 %  ; Urbanização_publicas_2010: 26,2 %  
NOME: Flores; Código do Município: 2605608; Gentílico: florense; Prefeito: MARCONI MARTINS SANTANA;  --  ABA POPULAÇÃO; POPULAÇÃO: 22.631 pessoas  ; populacao_no_ultimo_censo_2010: 22.169 pessoas  ; densidade_demografica_2010: 22,27 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 999 pessoas  ; populacao_ocupada_2016: 4,4 %  ; percentual_da_populacao_per_capita: 52,6 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 96,4 %  ; IDEB_anos_iniciais_2015: 5,4  ; IDEB_anos_finais_2015: 4,3  ; matriculas_fundamental_2017: 3.243 matrículas  ; matriculas_medio_2017: 701 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 35 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 27 escolas  ; numero_estabelecimentos_ensino_medio_2017: 3 escolas  ;  -- aba economia; pib_per_capita_2016: 6.417,15 R$  ; receitas_fontes_externas_2015: 91,4 %  ; idhm_2010: 0,556  ; receitas_realizadas_2017: 48.602,11 R$ (×1000)  ; despesas_empenhadas_2017: 44.775,61 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,27 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 1,5 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 995,558 km²  ; sanitario_adequado_2010: 31,9 %  ; vias_publicas_2010: 82,6 %  ; Urbanização_publicas_2010: 4 %  
NOME: Floresta; Código do Município: 2605707; Gentílico: florestano; Prefeito: RICARDO FERRAZ;  --  ABA POPULAÇÃO; POPULAÇÃO: 32.556 pessoas  ; populacao_no_ultimo_censo_2010: 29.285 pessoas  ; densidade_demografica_2010: 8,04 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,5 salários mínimos  ; pessoal_ocupado_2016: 3.565 pessoas  ; populacao_ocupada_2016: 11,1 %  ; percentual_da_populacao_per_capita: 47,3 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,6 %  ; IDEB_anos_iniciais_2015: 4,6  ; IDEB_anos_finais_2015: 4,2  ; matriculas_fundamental_2017: 5.291 matrículas  ; matriculas_medio_2017: 1.395 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 130 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 58 escolas  ; numero_estabelecimentos_ensino_medio_2017: 8 escolas  ;  -- aba economia; pib_per_capita_2016: 12.356,67 R$  ; receitas_fontes_externas_2015: 85,7 %  ; idhm_2010: 0,626  ; receitas_realizadas_2017: 81.562,83 R$ (×1000)  ; despesas_empenhadas_2017: 77.441,77 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 15,32 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 8 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 3.644,169 km²  ; sanitario_adequado_2010: 40,3 %  ; vias_publicas_2010: 85,6 %  ; Urbanização_publicas_2010: 2,7 %  
NOME: Frei Miguelinho; Código do Município: 2605806; Gentílico: frei-miguelinhense; Prefeito: ADRIANA ALVES ASSUNÇÃO BARBOSA;  --  ABA POPULAÇÃO; POPULAÇÃO: 15.366 pessoas  ; populacao_no_ultimo_censo_2010: 14.293 pessoas  ; densidade_demografica_2010: 67,20 hab/km²  ;  -- aba trabalho e rendimento; salario_medio_mensal_dos_trabalhadores_formais_2016: 1,6 salários mínimos  ; pessoal_ocupado_2016: 694 pessoas  ; populacao_ocupada_2016: 4,6 %  ; percentual_da_populacao_per_capita: 47 %  ;  -- aba educacao educacao; taxa_de_escolarizacao_de_6_14_idade_2010: 95,4 %  ; IDEB_anos_iniciais_2015: 4,9  ; IDEB_anos_finais_2015: 3,9  ; matriculas_fundamental_2017: 1.790 matrículas  ; matriculas_medio_2017: 762 matrículas  ; docentes_fundamental_2015: docentes  ; docentes_medio_2017: 29 docentes  ; numero_estabelecimentos_ensino_fundamental_2017: 18 escolas  ; numero_estabelecimentos_ensino_medio_2017: 2 escolas  ;  -- aba economia; pib_per_capita_2016: 6.413,18 R$  ; receitas_fontes_externas_2015: 94,5 %  ; idhm_2010: 0,576  ; receitas_realizadas_2017: 31.288,02 R$ (×1000)  ; despesas_empenhadas_2017: 29.635,71 R$ (×1000)  ; -- saude saude; mortalidade_infantil_2014: 14,08 óbitos por mil nascidos vivos  ; internacoes_diarreia_2016: 0,3 internações por mil habitantes  ; estabelecimentos_sus_2009: 12 estabelecimentos  ; -- territorio e ambiente; unidade_territorial_2017: 212,707 km²  ; sanitario_adequado_2010: 13,9 %  ; vias_publicas_2010: 53,5 %  ; Urbanização_publicas_2010: 5,3 %  
